identifier;type;ra [°];dec [°];redshift
5BZQJ0511+1357;FSRQ;77,90962;13,95531;1,696
NVWJ0512.7+6844;;78,10620;68,73960;
NVWJ0512.7-0840;;78,16620;-8,67620;
3FGL J0512.2+2918;;78,17587;29,45100;
3FGL J0512.9+4038;;78,21893;40,69545;
3HSPJ051304.5-022035;BL Lac;78,26867;-2,34294;0,290
5BZQJ0513+0100;FSRQ;78,41679;1,00600;2,679
5BZQJ0513-2159;FSRQ;78,45462;-21,98780;1,296
NVWJ0513.8+6250;;78,47519;62,83904;
4FGL J0513.9-3746;;78,51672;-37,76803;
5BZQJ0514+5602;FSRQ;78,57792;56,03642;2,190
GB6 J0514+6244;;78,59006;62,74434;
3HSPJ051427.1-341226;BL Lac;78,61288;-34,20717;0,400
3HSPJ051439.2-001104;BL Lac;78,66312;-0,18450;0,280
3FGL J0515.3-4557;;78,68317;-45,90988;
3HSPJ051533.2-012355;BL Lac;78,88829;-1,39867;0,250
4FGLJ0515.5-0125;;78,90102;-1,40775;
5BZQJ0515-4556;FSRQ;78,93846;-45,94536;0,194
5BZBJ0515+1527;BL Lac;78,94729;15,45458;
4FGL J0515.9+0537;;78,96537;5,55011;
5BZQJ0516-1603;FSRQ;79,06638;-16,05211;1,278
5BZBJ0516+7351;BL Lac;79,13004;73,85239;0,251
PKS 0517-726;;79,15716;-72,61874;
5BZBJ0516-6207;BL Lac;79,18721;-62,11816;1,300
5BZQJ0516-1537;FSRQ;79,23829;-15,61956;1,595
PMN J0517-1756;;79,35021;-17,94014;
5BZQJ0517-0520;FSRQ;79,36713;-5,34467;1,413
3FGL J0517.4+4540;;79,37041;45,61802;
5BZUJ0517+0858;;79,41687;8,97661;0,328
5BZQJ0517+0648;FSRQ;79,46391;6,80089;0,840
4FGL J0517.9-6930;;79,63578;-69,58926;
3HSPJ051845.5-572056;BL Lac;79,68946;-57,34880;0,400
3FGL J0519.5+0852;;79,79504;8,81576;
3FGL J0519.3+2746;;79,88761;27,73454;
3FGL J0519.2-4542;;79,95718;-45,77885;
3HSPJ052026.2-555431;BL Lac;80,10904;-55,90850;0,370
3HSPJ052042.0+653352;BL Lac;80,17492;65,56435;0,400
3C 138;;80,29121;16,63940;
4FGL J0521.8+5658;;80,32427;57,02221;
5BZQJ0521-1737;FSRQ;80,34817;-17,62506;0,347
3HSPJ052133.7-295748;BL Lac;80,39024;-29,96342;0,450
3FGL J0521.7+0103;;80,42007;1,04876;
5BZBJ0521+2112;BL Lac;80,44154;21,21431;0,108
3FGL J0521.9-3847;;80,45520;-38,84201;
5BZQJ0522+0113;FSRQ;80,57279;1,22533;2,941
5BZQJ0522-0725;FSRQ;80,59667;-7,42039;0,164
5BZQJ0522-6107;FSRQ;80,64346;-61,13253;1,400
5BZQJ0522-1627;FSRQ;80,68604;-16,46456;1,297
5BZUJ0522-3627;;80,74158;-36,45855;0,056
5BZQJ0523-2614;FSRQ;80,82696;-26,23600;3,109
3HSPJ052343.3-814202;BL Lac;80,93042;-81,70052;0,280
3HSPJ052438.0+754001;BL Lac;81,15829;75,66692;0,500
3HSPJ052439.8-261555;BL Lac;81,16567;-26,26525;0,260
4FGL J0524.1-5659;;81,16769;-56,98099;
4FGL J0524.6-2819;;81,22762;-28,31156;
5BZUJ0525-3343;;81,27571;-33,71820;4,413
5BZQJ0525-2338;FSRQ;81,27713;-23,63633;3,100
3FGL J0526.0+4253;;81,33690;42,92225;
3FGL J0525.8-2014;;81,36575;-20,18022;
5BZQJ0525-4557;FSRQ;81,38084;-45,96519;1,479
3HSPJ052542.4-601340;BL Lac;81,42675;-60,22783;0,450
PMN J0525-0051;;81,47759;-0,86121;
5BZQJ0525-4318;FSRQ;81,47871;-43,30033;2,164
3FGL J0526.6+6321;;81,52797;63,29139;
5BZQJ0526-4830;FSRQ;81,56946;-48,51022;1,300
3HSPJ052643.2-180814;BL Lac;81,67996;-18,13717;
3HSPJ052645.4-151901;BL Lac;81,68933;-15,31681;0,210
5BZBJ0527+0331;BL Lac;81,88629;3,52542;
4FGL J0527.3-6223;;81,93942;-62,42117;0,083
3FGL J0528.3+1815;;82,12341;18,28188;
5BZUJ0528-5820;;82,14467;-58,33814;0,254
3HSPJ052846.1-592004;BL Lac;82,19192;-59,33433;1,130
NVWJ0528.6-0637;;82,23180;-6,62380;
3HSPJ052902.6+093435;BL Lac;82,26067;9,57650;0,300
PMN J0529-0058;;82,26742;-0,95981;
3FGL J0529.8-7242;;82,37518;-72,75792;
5BZQJ0529-0519;FSRQ;82,47305;-5,32822;0,685
5BZQJ0530-2503;FSRQ;82,53316;-25,05831;2,778
NVWJ0530.5-1432;;82,68830;-14,54110;
5BZQJ0530+1331;FSRQ;82,73508;13,53197;2,070
3HSPJ053138.4+073040;BL Lac;82,90996;7,51111;0,500
3FGL J0532.0-4827;;82,99423;-48,45999;
5BZQJ0532-3848;FSRQ;83,00858;-38,81508;1,315
PMN J0532-8447;;83,01387;-84,79942;
5BZUJ0532-0307;;83,03133;-3,11861;1,880
4FGL J0532.7+5749;;83,14375;57,74137;
5BZQJ0532+0732;FSRQ;83,16250;7,54536;1,254
3FGL J0533.0-3939;;83,23827;-39,68584;
4FGL J0532.9+6936;;83,24360;69,58898;
5BZQJ0533+4822;FSRQ;83,31612;48,38133;1,160
PMN J0533-5549;;83,35158;-55,82681;
3HSPJ053335.9+145116;;83,39970;14,85430;
5BZQJ0533-8324;FSRQ;83,40321;-83,40947;0,774
5BZBJ0533-4632;BL Lac;83,42009;-46,53750;0,332
5BZBJ0533-7216;BL Lac;83,43629;-72,27341;
5BZQJ0534-3747;FSRQ;83,57288;-37,79050;1,668
5BZQJ0534-6106;FSRQ;83,64905;-61,10197;1,997
MRC 0534-613A;;83,68034;-61,36280;
5BZQJ0535-0239;FSRQ;83,80109;-2,65186;1,033
4FGL J0535.7-6604;;83,94304;-66,03841;
3HSPJ053547.4-315343;BL Lac;83,94737;-31,89522;0,500
3FGL J0535.6-2749;;83,96500;-27,86546;
3HSPJ053626.9-254748;BL Lac;84,11205;-25,79672;
5BZQJ0536-3401;FSRQ;84,11845;-34,01986;0,684
5BZBJ0536-3343;BL Lac;84,12112;-33,71733;0,340
3HSPJ053629.9-752413;BL Lac;84,12437;-75,40356;0,560
3HSPJ053645.3-255842;BL Lac;84,18892;-25,97820;0,320
3HSPJ053737.5-233700;BL Lac;84,40621;-23,61667;0,430
3HSPJ053737.7-140440;BL Lac;84,40696;-14,07781;0,200
5BZBJ0537-5718;BL Lac;84,45400;-57,30839;1,180
3HSPJ053809.8+031556;BL Lac;84,54079;3,26567;0,420
5BZUJ0538-3908;;84,54317;-39,14514;0,270
NVWJ0538.3-0917;;84,67120;-9,29120;
NVWJ0538.2-3612;;84,67910;-36,20650;
4FGL J0538.6+0443;;84,69417;4,70792;
5BZBJ0538-4405;BL Lac;84,70983;-44,08580;0,892
5BZQJ0539-3427;FSRQ;84,77271;-34,45353;0,263
5BZUJ0539-1550;;84,88338;-15,84175;0,947
5BZQJ0539+1433;FSRQ;84,92654;14,56267;2,690
3HSPJ053949.6-102938;BL Lac;84,95650;-10,49389;0,400
5BZQJ0539-2839;FSRQ;84,97617;-28,66553;3,104
4FGL J0539.7-0521;;84,99974;-5,24481;
5BZBJ0540+2507;BL Lac;85,05975;25,13203;0,623
5BZBJ0540+5823;BL Lac;85,12505;58,39400;
5BZQJ0540-5418;FSRQ;85,19104;-54,30614;1,185
3HSPJ054106.9-485410;BL Lac;85,27883;-48,90286;0,600
5BZQJ0541+5312;FSRQ;85,31738;53,20689;1,275
5BZQJ0541-0541;FSRQ;85,40867;-5,69706;0,838
SSTSL2 J054212.43-73;;85,46157;-73,53760;
NVWJ0542.3-2117;;85,62280;-21,28630;
4FGL J0542.8-3458;;85,69583;-35,00750;
3FGL J0542.5-0907;;85,73283;-9,22528;
4FGL J0543.2+8238;;85,91187;82,64133;
5BZBJ0543-5532;BL Lac;85,98837;-55,53539;0,273
5BZQJ0544-2241;FSRQ;86,03154;-22,68611;1,537
3HSPJ054449.2-193814;BL Lac;86,20499;-19,63731;
3HSPJ054504.5+065811;BL Lac;86,26867;6,96969;
NVSS J054529+061955;;86,37144;6,33251;
5BZQJ0546-6415;FSRQ;86,67433;-64,25609;0,323
3HSPJ054655.2-685135;BL Lac;86,73000;-68,85969;0,250
5BZBJ0546-2204;;86,73650;-22,08214;0,280
3HSPJ054746.6-460710;BL Lac;86,94413;-46,11942;0,430
5BZQJ0547-6728;FSRQ;86,95925;-67,46714;1,010
4FGL J0548.5-5218;;87,12567;-52,30783;
3HSPJ054903.4-215001;BL Lac;87,26417;-21,83369;0,350
3HSPJ054906.9+325804;BL Lac;87,27862;32,96769;0,250
3FGL J0542.2-8737;;87,39070;-87,66708;
5BZQJ0549-5246;FSRQ;87,43254;-52,77389;0,447
5BZQJ0550-5732;FSRQ;87,53979;-57,54008;2,001
3HSPJ055026.6-435703;BL Lac;87,61075;-43,95089;0,400
5BZGJ0550-3216;;87,66904;-32,27147;0,069
4FGL J0551.0-1622;;87,71362;-16,36388;
3HSPJ055102.0-472430;BL Lac;87,75838;-47,40828;
NVSS J055142-351527;;87,92625;-35,25922;
5BZQJ0551-1909;FSRQ;87,98025;-19,15583;0,730
PKS 0550+032;;88,20876;3,22423;
5BZBJ0553-2034;BL Lac;88,38792;-20,57186;0,380
5BZQJ0554+6857;FSRQ;88,50337;68,96511;1,373
3HSPJ055411.1-275730;BL Lac;88,54625;-27,95828;0,231
GB6 J0555+0304;;88,75413;3,07371;
5BZQJ0555+3948;FSRQ;88,87837;39,81367;2,365
PMN J0555-1002;;88,88450;-10,03522;
5BZBJ0556-4351;BL Lac;89,07809;-43,86278;
5BZQJ0557+2413;FSRQ;89,26962;24,23203;3,228
3HSPJ055716.8-061707;BL Lac;89,32012;-6,28519;0,290
4FGL J0557.2+7705;;89,33938;77,07869;
3HSPJ055734.3-685341;BL Lac;89,39291;-68,89472;
PMN J0557-0719;;89,40570;-7,32048;
4FGLJ0558.1-2859;;89,49961;-28,93042;
AT20G J055802-285556;;89,50879;-28,93242;
5BZQJ0558-1317;FSRQ;89,51062;-13,29478;1,725
5BZBJ0558-3838;BL Lac;89,52542;-38,64153;0,302
5BZBJ0558-7459;BL Lac;89,69183;-74,98478;
5BZQJ0559-4529;FSRQ;89,79812;-45,49450;0,687
5BZQJ0559+5804;FSRQ;89,80579;58,06761;0,904
3HSPJ055941.0+304228;BL Lac;89,92079;30,70789;0,300
4FGL J0559.7-1817;;89,94335;-18,29655;
3HSPJ055959.3+640959;BL Lac;89,99717;64,16628;0,320
3HSPJ060015.0+124343;BL Lac;90,06250;12,72867;0,120
5BZQJ0600-3937;FSRQ;90,13079;-39,61733;1,661
GB6 J0601+5443;;90,25710;54,72675;
5BZBJ0601+3838;BL Lac;90,26191;38,64145;
5BZQJ0601-7036;FSRQ;90,29663;-70,60245;2,409
PMN J0601-7238;;90,42220;-72,64257;
5BZQJ0601+2324;FSRQ;90,44733;23,41486;0,274
5BZQJ0601-2736;FSRQ;90,45300;-27,60611;1,664
5BZQJ0601-2004;FSRQ;90,47012;-20,07922;1,216
3HSPJ060200.4+531600;BL Lac;90,50184;53,26669;0,052
PMN J0602-0004;;90,67871;-0,07428;
3HSPJ060251.3-401845;BL Lac;90,71371;-40,31258;
4FGL J0603.0-2936;;90,71475;-29,64223;
5BZQJ0603+1742;FSRQ;90,78804;17,70467;1,738
NVSS J060324+604009;;90,85445;60,66998;
3FGL J0603.8+2155;;90,96482;21,99380;
5BZQJ0603-1716;FSRQ;90,99054;-17,27450;2,711
5BZBJ0604-4817;BL Lac;91,03600;-48,29039;0,230
5BZQJ0604-4225;FSRQ;91,10487;-42,42503;0,611
3FGL J0604.7-4849;;91,13758;-48,82978;
3HSPJ060433.8-403755;BL Lac;91,14083;-40,63186;0,280
S4 0600+44;;91,14845;44,23293;
3HSPJ060450.0+833134;BL Lac;91,20850;83,52608;0,390
5BZQJ0604+2429;FSRQ;91,22967;24,49861;1,133
GB6 J0604+0000;;91,24341;0,01204;
3HSPJ060635.7-472955;BL Lac;91,64891;-47,49856;0,037
NVWJ0606.3-1918;;91,65820;-19,31320;
5BZQJ0606-0724;FSRQ;91,68146;-7,40839;1,277
CRATES J060650+44014;;91,70925;44,02802;
5BZQJ0606-0024;FSRQ;91,73930;-0,41603;1,028
5BZBJ0607-2518;BL Lac;91,80991;-25,31653;0,275
5BZBJ0607+4739;;91,84688;47,66303;
3HSPJ060736.4-742337;BL Lac;91,90167;-74,39361;0,480
5BZQJ0607+6720;FSRQ;91,96946;67,34872;1,970
2MASS J06080655-6032;;91,97953;-60,53111;
5BZQJ0607-0834;FSRQ;91,99875;-8,58056;0,870
5BZUJ0608-1520;;92,00638;-15,34361;1,094
NVWJ0608.1-1906;;92,00950;-19,10530;
2MASS J06085784-5457;;92,20441;-54,94525;
5BZQJ0608-2220;FSRQ;92,24871;-22,33914;1,926
5BZBJ0609-0247;BL Lac;92,31275;-2,79850;0,230
5BZQJ0609-0615;FSRQ;92,41642;-6,25161;2,219
5BZQJ0609-1542;FSRQ;92,42062;-15,71131;0,324
5BZBJ0610-1847;BL Lac;92,57455;-18,79447;
5BZQJ0610-6058;FSRQ;92,62629;-60,97725;1,773
5BZQJ0610-2301;FSRQ;92,66163;-23,02939;2,854
3HSPJ061104.1+682957;BL Lac;92,76717;68,49905;0,500
3HSPJ061106.6+432357;BL Lac;92,77746;43,39925;0,280
4FGLJ0611.1+4325;;92,78544;43,40844;
3FGL J0611.7+2759;;92,93285;28,06449;
PMN J0611-2709;;92,94200;-27,14489;
5BZQJ0612-4337;FSRQ;93,11921;-43,63011;3,461
5BZQJ0612-3138;FSRQ;93,12358;-31,64950;0,873
PMN J0612-3939;;93,15748;-39,64980;
5BZBJ0612+4122;BL Lac;93,21325;41,37705;
5BZBJ0613+7107;BL Lac;93,43054;71,12408;0,267
NVWJ0613.5-2430;;93,45340;-24,50670;
NVWJ0613.2+4410;;93,47870;44,17590;
5BZQJ0613+1306;FSRQ;93,49038;13,11261;0,745
5BZQJ0614-2536;FSRQ;93,57171;-25,61486;2,150
5BZQJ0614+6046;FSRQ;93,59946;60,77272;2,702
GB6 J0614+6139;;93,67575;61,65230;
3HSPJ061518.3-782830;BL Lac;93,82621;-78,47500;0,112
5BZBJ0615-3117;BL Lac;93,83017;-31,28931;
3HSPJ061610.3-173306;BL Lac;94,04288;-17,55153;0,550
PMN J0616-1040;;94,17421;-10,68569;
5BZQJ0617-2200;FSRQ;94,25854;-22,00781;2,316
3HSPJ061702.8+434034;BL Lac;94,26146;43,67606;0,260
5BZBJ0617+5701;BL Lac;94,32050;57,02122;
5BZGJ0617-1715;;94,38921;-17,25689;0,098
3HSPJ061740.9-171558;BL Lac;94,42050;-17,26597;
3HSPJ061742.9-171909;BL Lac;94,42858;-17,31908;0,160
5BZQJ0617+7816;FSRQ;94,48725;78,26872;1,430
5BZQJ0618+4620;FSRQ;94,53425;46,33778;0,607
3FGL J0618.2-2429;;94,59440;-24,44387;
5BZQJ0618-7843;FSRQ;94,62537;-78,71728;0,942
3HSPJ061841.8-173102;BL Lac;94,67425;-17,51717;0,500
5BZUJ0619-1140;;94,76709;-11,68192;0,970
3HSPJ061949.6+573549;BL Lac;94,95654;57,59695;0,450
GB6 J0620+3806;;95,07557;38,09052;
5BZUJ0620-2515;;95,13383;-25,25486;1,900
3HSPJ062040.1+264332;BL Lac;95,16687;26,72553;0,140
3HSPJ062046.1-503351;BL Lac;95,19221;-50,56414;0,250
PMN J0621-2213;;95,29263;-22,22853;
4FGL J0621.2-4648;;95,33099;-46,83290;
5BZBJ0621+1747;BL Lac;95,44896;17,79308;
5BZBJ0621-3411;BL Lac;95,45705;-34,19706;0,529
5BZUJ0621+3750;;95,49013;37,84917;
3FGL J0622.4-2606;;95,59193;-26,09573;
5BZQJ0622-1927;FSRQ;95,61892;-19,45506;2,190
SUMSS J062242-414357;;95,67706;-41,73299;
5BZUJ0622+3326;;95,71758;33,43622;1,062
5BZQJ0623-6436;FSRQ;95,78204;-64,60577;0,129
PMN J0623-3010;;95,79811;-30,16447;
3FGL J0623.3+3043;;95,81747;30,74889;
5BZQJ0623-4413;FSRQ;95,88245;-44,21736;0,688
5BZBJ0623-5257;BL Lac;95,90779;-52,96556;0,290
PMN J0623-3350;;95,91629;-33,83743;
4FGL J0624.1-6330;;96,02729;-63,46561;
5BZQJ0624+3856;FSRQ;96,07925;38,94686;3,469
4FGL J0624.2-2943;;96,09291;-29,74694;
5BZBJ0624-3230;BL Lac;96,18771;-32,51536;0,252
5BZBJ0625+4440;BL Lac;96,32613;44,66711;
3HSPJ062550.4+485807;BL Lac;96,46000;48,96858;0,400
5BZQJ0625-5438;FSRQ;96,46758;-54,64750;2,051
3HSPJ062626.3-171047;BL Lac;96,60950;-17,17961;0,700
3HSPJ062636.7-425806;BL Lac;96,65296;-42,96833;0,270
4FGL J0626.8-2603;;96,75815;-26,01811;
3FGL J0627.0-3529;;96,77805;-35,48759;
3HSPJ062753.4-151957;BL Lac;96,97237;-15,33253;0,290
4FGL J0628.6-6711;;97,16503;-67,21317;
5BZBJ0628-6248;BL Lac;97,23954;-62,81242;
3FGL J0630.3+6906;;97,34264;69,00552;
5BZBJ0629-1959;BL Lac;97,34900;-19,98881;
NVWJ0629.2+3914;;97,37520;39,23672;
4FGL J0630.2+3228;;97,54455;32,43605;
3HSPJ063015.1-201236;BL Lac;97,56275;-20,21011;0,220
5BZQJ0630-1323;FSRQ;97,72459;-13,39292;1,021
5BZBJ0630-2406;BL Lac;97,74796;-24,11283;1,239
3FGL J0631.2+2019;;97,75443;20,34978;
5BZQJ0631-4154;FSRQ;97,80000;-41,90747;1,416
5BZQJ0631-1410;FSRQ;97,83429;-14,17550;1,017
5BZQJ0631+5311;FSRQ;97,89467;53,19100;2,204
5BZQJ0632-5404;FSRQ;98,00484;-54,08264;0,193
5BZQJ0632-2614;FSRQ;98,02716;-26,23689;0,717
5BZQJ0632+3200;FSRQ;98,12825;32,01489;1,831
3HSPJ063257.9+591542;BL Lac;98,24125;59,26161;0,280
5BZQJ0633-2223;FSRQ;98,36150;-22,38964;1,508
3HSPJ063331.0-162951;BL Lac;98,37920;-16,49753;
3HSPJ063359.7+584036;BL Lac;98,49879;58,67661;0,290
3FGL J0634.7-2334;;98,74583;-23,58665;
5BZBJ0635-2620;BL Lac;98,83713;-26,34442;
5BZQJ0635-7516;FSRQ;98,94379;-75,27133;0,653
5BZQJ0636-2113;FSRQ;99,00249;-21,22005;1,883
GB6 J0636+7138;;99,17865;71,64536;
WISE J063746.40-3536;;99,44337;-35,61344;
GB6 J0638+5701;;99,60724;57,03073;
GB6 J0638+6016;;99,64898;60,28417;
3HSPJ063839.3+275157;;99,66370;27,86630;
3HSPJ063841.4-261744;BL Lac;99,67267;-26,29558;
B2 0635+35;;99,78995;35,10627;
5BZBJ0639-3346;;99,83709;-33,76670;
5BZQJ0639+7324;FSRQ;99,84151;73,41611;1,850
3HSPJ064007.2-125315;BL Lac;100,02991;-12,88750;0,110
3HSPJ064050.3+243319;BL Lac;100,20975;24,55533;0,270
4FGL J0640.7-1924;;100,24516;-19,52171;
3FGL J0641.8-0319;;100,46305;-3,34683;
5BZQJ0642+6758;FSRQ;100,51775;67,97655;3,180
5BZQJ0642-6150;FSRQ;100,69583;-61,83575;1,223
3FGL J0643.4-5358;;100,83375;-53,97953;
3FGL J0643.2+0859;;100,86019;8,96056;
5BZGJ0643+4214;;100,86150;42,23856;0,089
4FGL J0643.4-3314;;100,89417;-33,24183;
5BZQJ0644-3459;FSRQ;101,10533;-34,99497;2,165
3FGL J0644.3-6713;;101,11684;-67,21593;
3HSPJ064435.7+603851;BL Lac;101,14879;60,64753;0,330
3HSPJ064443.7-285117;BL Lac;101,18225;-28,85458;0,350
5BZQJ0644+3914;FSRQ;101,22379;39,24653;1,266
5BZUJ0645+6024;;101,25650;60,41250;0,832
3FGL J0646.4-5452;;101,61932;-54,85461;
5BZQJ0646-3903;FSRQ;101,62884;-39,06086;0,681
5BZQJ0646+4451;FSRQ;101,63346;44,85461;3,396
3FGL J0647.1-4415;;101,70218;-44,32484;
3HSPJ064710.0-513548;BL Lac;101,79183;-51,59661;0,220
NVWJ0647.3+5915;;101,85230;59,26470;
3FGL J0647.6-6058;;101,92022;-60,96807;
B3 0644+454;;101,95796;45,41967;
4FGL J0647.7-4418;;102,01959;-44,31623;
5BZQJ0648-4347;FSRQ;102,05592;-43,78767;1,029
3HSPJ064814.0+160657;BL Lac;102,05821;16,11569;0,350
5BZQJ0648-3044;FSRQ;102,05875;-30,73881;1,153
3HSPJ064827.5+711314;BL Lac;102,11442;71,22044;
5BZQJ0648-1744;FSRQ;102,11871;-17,73486;1,232
5BZBJ0648+1516;BL Lac;102,19854;15,27356;0,179
3HSPJ064850.5-694523;BL Lac;102,21037;-69,75628;0,280
5BZQJ0649-5920;FSRQ;102,36925;-59,34128;2,272
3HSPJ064933.6-313920;BL Lac;102,39000;-31,65564;
3HSPJ065010.3-514422;BL Lac;102,54305;-51,73942;0,310
3FGL J0650.4-1636;;102,60242;-16,62770;
5BZQJ0650+6001;FSRQ;102,63021;60,02905;0,455
4FGL J0650.5-2851;;102,63720;-28,82163;
3HSPJ065035.3+205556;BL Lac;102,64720;20,93220;0,300
5BZBJ0650+2502;BL Lac;102,69366;25,04989;0,203
5BZQJ0650+5616;FSRQ;102,70062;56,27625;1,427
3HSPJ065105.4+401338;BL Lac;102,77254;40,22725;0,180
NVSS J065125+652458;;102,85550;65,41581;
4FGL J0651.5+7956;;102,99492;79,94215;
3HSPJ065200.6-480859;BL Lac;103,00237;-48,14981;0,400
3FGL J0653.6+2817;;103,43449;28,26314;
5BZQJ0653+3705;FSRQ;103,49284;37,09461;1,982
LEDA 571171;;103,49987;-41,86244;
5BZQJ0654+5042;FSRQ;103,59204;50,70664;1,253
5BZQJ0654+4514;FSRQ;103,59879;45,23986;0,928
3FGL J0654.5+0926;;103,61306;9,42644;
5BZGJ0654+4247;;103,68137;42,79964;0,126
SUMSS J065518-495205;;103,82675;-49,86831;
NVSS J065523-263041;;103,84967;-26,51181;
5BZGJ0656+4237;;104,04442;42,61744;0,059
5BZQJ0656-0323;FSRQ;104,04633;-3,38522;0,634
5BZBJ0656-2403;BL Lac;104,09446;-24,05542;0,371
3HSPJ065635.6+421525;BL Lac;104,14821;42,25686;0,450
5BZQJ0657+2423;FSRQ;104,27367;24,39872;1,925
3HSPJ065751.3-284307;BL Lac;104,46391;-28,71861;
B2 0655+27A;;104,53857;27,13962;
3FGL J0658.3-5832;;104,53858;-58,41786;
5BZUJ0658-5840;;104,55741;-58,67433;0,421
3HSPJ065845.0+063712;BL Lac;104,68758;6,61986;0,230
3HSPJ065932.9-674350;BL Lac;104,88717;-67,73058;0,430
5BZQJ0659-2745;FSRQ;104,95783;-27,75522;1,727
3FGL J0700.3-6310;;104,99450;-63,21072;
3FGL J0700.0+1709;;105,00636;17,15603;
3HSPJ070014.3+130424;BL Lac;105,05962;13,07344;0,210
5BZBJ0700-6610;BL Lac;105,13017;-66,17922;
3HSPJ070132.2+250954;BL Lac;105,38400;25,16492;0,330
5BZQJ0701-4634;FSRQ;105,39396;-46,57683;0,822
5BZQJ0702+8549;FSRQ;105,63633;85,83120;1,059
5BZBJ0702-1951;BL Lac;105,67876;-19,85611;
3FGL J0703.4-3914;;105,80268;-39,23858;
3HSPJ070315.9+680831;BL Lac;105,81625;68,14201;0,270
B3 0701+451;;106,21237;45,04495;
87GB 070112.8+491056;;106,24974;49,11011;
3FGL J0706.1-4849;;106,49472;-48,79015;
GB6 J0706+5309;;106,53057;53,16529;
3HSPJ070610.8+024449;BL Lac;106,54508;2,74700;0,220
5BZBJ0706+3744;BL Lac;106,63204;37,74342;
5BZBJ0706+7741;BL Lac;106,71383;77,69361;
NVWJ0706.3+3318;;106,72120;33,30980;
5BZBJ0707+6110;BL Lac;106,75258;61,16989;
GB6 J0708+4306;;107,23859;43,11481;
5BZBJ0708+2241;BL Lac;107,24287;22,69320;
CRATES J070908.00+48;;107,28336;48,61548;
3HSPJ070912.5-152704;BL Lac;107,30212;-15,45097;0,100
5BZGJ0709+5010;;107,39246;50,18225;0,020
5BZUJ0709-0255;;107,43771;-2,92153;
3HSPJ070947.9-300906;BL Lac;107,44962;-30,15158;
5BZBJ0710+5908;BL Lac;107,62521;59,13894;0,120
AT20G J071043-385037;;107,68182;-38,84362;
5BZQJ0710+4220;FSRQ;107,68471;42,34861;1,163
5BZBJ0710+4732;BL Lac;107,69209;47,53642;1,292
5BZBJ0712+5719;BL Lac;108,07875;57,33000;0,095
3HSPJ071223.6+331334;BL Lac;108,09824;33,22603;0,410
NVSS J071224+330953;;108,10184;33,16542;
5BZBJ0712+5033;BL Lac;108,18200;50,55631;
3FGL J0712.2-6436;;108,25692;-64,48589;
4FGL J0713.0+5738;;108,26894;57,63615;
2MASS J07134456+2540;;108,40300;25,67136;
5BZUJ0713+4349;;108,40903;43,82139;0,518
5BZQJ0713+1935;FSRQ;108,48196;19,58344;0,540
1RXS J071430.6+11071;;108,56912;11,14169;
5BZQJ0714+3534;FSRQ;108,60342;35,57772;1,620
PMN J0715-6829;;108,78958;-68,49951;
3HSPJ071525.3-513738;BL Lac;108,85538;-51,62725;
SUMSS J071544-453031;;108,93635;-45,50846;
3HSPJ071625.7+750701;BL Lac;109,10692;75,11689;
PMN J0719-6218;;109,14038;-62,67410;
3HSPJ071745.1-552022;BL Lac;109,43774;-55,33944;
5BZQJ0717+4538;FSRQ;109,46604;45,63425;0,940
5BZBJ0718-4319;BL Lac;109,68183;-43,33047;
NVWJ0719.2-3811;;109,75060;-38,19570;
5BZQJ0719-6218;FSRQ;109,76862;-62,30067;1,247
3HSPJ071908.6-705404;BL Lac;109,78587;-70,90097;0,330
5BZQJ0719+3307;FSRQ;109,83092;33,11936;0,779
3FGL J0720.0-4010;;109,91229;-40,19650;
3HSPJ071959.9+632228;BL Lac;109,99942;63,37453;
NVWJ0720.4+5121;;110,14840;51,36260;
3HSPJ072113.9-022055;BL Lac;110,30791;-2,34861;0,380
5BZQJ0721+0406;FSRQ;110,34962;4,11228;0,665
5BZBJ0721+7120;BL Lac;110,47271;71,34344;
5BZQJ0722+3722;FSRQ;110,50520;37,37461;1,630
MG2 J072255+3606;;110,73917;36,10553;
5BZBJ0722-0731;BL Lac;110,74866;-7,52633;0,170
5BZBJ0723+5841;;110,80850;58,68892;0,260
5BZBJ0723-8247;BL Lac;110,91421;-82,79475;
3HSPJ072348.3+205131;BL Lac;110,95142;20,85855;0,210
5BZQJ0723+2859;FSRQ;110,97846;28,99164;0,966
3HSPJ072406.2+535115;BL Lac;111,02596;53,85414;
5BZQJ0724-0715;FSRQ;111,07204;-7,25567;0,280
5BZBJ0724+2621;;111,17809;26,35850;
5BZQJ0725+1425;FSRQ;111,32005;14,42047;1,038
WN B0716.0+8119;;111,35957;81,23550;
3HSPJ072529.5-050337;BL Lac;111,37304;-5,06014;0,100
3HSPJ072547.9-054832;BL Lac;111,44950;-5,80900;
5BZUJ0725-0054;;111,46100;-0,91569;0,128
5BZQJ0726+2153;FSRQ;111,55942;21,88892;1,857
5BZQJ0726-4728;FSRQ;111,60933;-47,48150;1,686
5BZQJ0726+0636;FSRQ;111,65146;6,61192;1,950
5BZBJ0726+3734;BL Lac;111,74800;37,57306;0,350
5BZUJ0727+4844;;111,76292;48,73614;2,460
3FGL J0728.0+4828;;111,99934;48,45565;
GB6 J0728+5325;;112,01318;53,42138;
3C 179;;112,04540;67,81306;
5BZQJ0728-4745;FSRQ;112,09796;-47,75472;2,282
5BZQJ0728+5701;FSRQ;112,20679;57,02345;0,426
